preco,dormitorios,area,vagas,bairro,tipo
499000,2,66.74,2,Petrópolis, Apartamento
250000,2,48.46,1,Glória, Apartamento
550000,2,71.01,2,Petrópolis, Apartamento
1250000,3,102.46,2,JardimEuropa, Apartamento
450000,2,62.53,1,PassodaAreia, Apartamento
600000,2,121.75,1,JardimLindoia, Apartamento
350000,2,68.86,1,MeninoDeus, Apartamento
390000,3,77.73,0,RioBranco, Apartamento
498200,3,79.95,1,JardimCarvalho, Apartamento
335000,2,67.26,0,MoinhosdeVento, Apartamento
1320000,3,125.46,2,VilaIpiranga, Apartamento
875000,3,149.55,2,LombadoPinheiro, Casa
493000,3,84.34,1,BoaVista, Apartamento
960000,3,167.3,2,BomFim, Apartamento
1495676,3,148.0,2,JardimEuropa, Apartamento
1200000,3,121.62,2,MoinhosdeVento, Apartamento
900000,3,142.41,2,MontSerrat, Apartamento
860000,3,93.65,2,Auxiliadora, Apartamento
325000,3,68.0,2,Tristeza, Apartamento
1800000,3,211.0,3,BelaVista, Apartamento
1750000,3,163.0,3,JardimEuropa, Apartamento
1380000,3,154.0,2,TrêsFigueiras, Apartamento
